consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
234.8,False,10,Casa,6,Ineficiente
213.3,False,13,Casa,5,Eficiente
105.4,False,2,Casa,2,Eficiente
180.4,False,10,Casa,5,Eficiente
429.4,False,17,Casa,8,Ineficiente
212.3,False,12,Casa,7,Eficiente
160.0,False,7,Casa,4,Moderado
94.6,False,3,Casa,1,Eficiente
305.5,False,17,Departamento,9,Moderado
195.7,True,10,Casa,6,Ineficiente
83.2,False,3,Departamento,1,Eficiente
117.5,False,4,Departamento,2,Eficiente
116.7,False,7,Casa,1,Eficiente
189.1,False,10,Casa,5,Eficiente
215.9,False,10,Casa,7,Moderado
140.6,False,6,Departamento,3,Eficiente
243.1,True,13,Departamento,10,Ineficiente
178.0,False,12,Departamento,6,Eficiente
316.0,True,15,Casa,10,Ineficiente
149.7,False,5,Departamento,1,Moderado
716.4,False,18,Casa,10,Ineficiente
135.0,False,9,Departamento,3,Eficiente
135.5,False,8,Casa,5,Eficiente
114.7,False,3,Departamento,2,Eficiente
160.0,False,7,Departamento,4,Moderado
95.5,False,4,Casa,2,Eficiente
194.9,False,10,Departamento,4,Eficiente
89.7,False,4,Casa,1,Eficiente
185.4,False,9,Departamento,2,Eficiente
112.3,False,3,Casa,6,Moderado
148.0,False,9,Departamento,2,Eficiente
258.9,False,12,Casa,5,Moderado
456.7,False,15,Departamento,9,Ineficiente
110.5,False,2,Departamento,1,Eficiente
164.7,False,9,Departamento,2,Ineficiente
127.2,False,6,Departamento,1,Eficiente
120.4,False,7,Departamento,3,Eficiente
129.9,False,4,Departamento,2,Eficiente
281.4,False,12,Casa,8,Ineficiente
140.3,False,6,Departamento,3,Eficiente
512.8,False,17,Casa,8,Ineficiente
208.9,False,12,Departamento,5,Eficiente
129.6,False,3,Casa,3,Moderado
146.7,False,8,Departamento,3,Eficiente
123.7,False,4,Departamento,2,Eficiente
279.3,False,13,Casa,6,Ineficiente
98.8,False,6,Casa,4,Eficiente
100.2,False,2,Departamento,2,Eficiente
136.4,False,7,Departamento,1,Eficiente
263.9,False,15,Casa,7,Moderado
289.4,True,13,Departamento,8,Ineficiente
309.4,False,14,Departamento,7,Ineficiente
248.7,False,16,Casa,6,Eficiente
189.9,True,14,Casa,9,Moderado
276.6,True,16,Casa,8,Ineficiente
108.8,False,8,Departamento,4,Eficiente
93.5,False,2,Casa,3,Moderado
209.0,False,9,Departamento,4,Moderado
113.9,False,5,Departamento,3,Eficiente
192.7,False,12,Casa,4,Eficiente
181.3,False,6,Departamento,3,Moderado
193.1,False,9,Departamento,4,Moderado
295.6,False,13,Casa,8,Ineficiente
278.8,False,15,Casa,10,Ineficiente
220.1,False,12,Casa,5,Eficiente
165.8,False,7,Casa,5,Moderado
205.7,False,12,Casa,6,Moderado
135.4,False,4,Departamento,3,Moderado
182.4,False,9,Casa,7,Moderado
597.8,True,15,Casa,13,Ineficiente
187.3,False,10,Departamento,4,Eficiente
209.9,False,10,Departamento,8,Moderado
129.2,False,7,Departamento,2,Eficiente
262.6,False,14,Departamento,6,Moderado
274.7,False,14,Casa,7,Moderado
275.2,False,18,Casa,8,Moderado
192.0,False,11,Departamento,5,Eficiente
268.2,False,13,Departamento,8,Ineficiente
301.2,False,14,Departamento,7,Ineficiente
223.1,False,10,Casa,8,Ineficiente
165.8,False,8,Departamento,5,Moderado
253.3,False,14,Departamento,8,Moderado
137.9,False,3,Casa,2,Moderado
128.7,True,3,Departamento,5,Ineficiente
168.6,False,8,Departamento,4,Eficiente
96.7,False,2,Casa,1,Eficiente
287.1,False,15,Casa,6,Moderado
116.7,False,5,Departamento,3,Eficiente
163.6,True,8,Casa,7,Ineficiente
182.0,False,11,Casa,5,Eficiente
202.9,False,10,Casa,7,Moderado
172.6,False,9,Casa,3,Eficiente
166.3,True,7,Departamento,6,Ineficiente
171.7,False,9,Departamento,3,Eficiente
168.1,False,9,Casa,5,Eficiente
127.6,False,3,Departamento,4,Moderado
274.0,False,14,Departamento,8,Ineficiente
82.6,False,3,Casa,1,Eficiente
161.5,False,8,Departamento,5,Eficiente
162.7,False,9,Casa,6,Eficiente
205.6,False,10,Departamento,4,Moderado
95.2,False,5,Departamento,1,Eficiente
140.7,True,7,Departamento,4,Moderado
272.0,False,12,Departamento,6,Ineficiente
229.5,False,11,Casa,7,Moderado
120.5,False,2,Casa,3,Moderado
160.2,False,8,Casa,6,Moderado
251.8,True,16,Departamento,9,Moderado
120.5,False,8,Casa,2,Eficiente
168.1,False,7,Departamento,4,Moderado
173.1,False,10,Departamento,5,Eficiente
172.0,False,9,Casa,3,Eficiente
617.6,False,13,Casa,9,Ineficiente
170.6,False,8,Casa,4,Eficiente
209.8,False,11,Departamento,7,Moderado
124.0,False,7,Departamento,3,Eficiente
252.4,True,12,Casa,8,Ineficiente
253.8,False,15,Departamento,6,Moderado
155.9,False,7,Casa,6,Eficiente
172.0,True,6,Departamento,6,Ineficiente
120.0,False,4,Departamento,7,Moderado
108.5,False,7,Departamento,3,Eficiente
266.2,False,14,Departamento,6,Moderado
136.5,False,8,Departamento,1,Eficiente
71.9,False,5,Casa,4,Eficiente
412.6,False,16,Casa,8,Ineficiente
142.5,False,4,Casa,5,Moderado
182.4,False,8,Casa,8,Ineficiente
340.8,True,18,Departamento,10,Ineficiente
162.3,False,8,Departamento,5,Eficiente
162.0,True,5,Departamento,8,Ineficiente
119.9,False,7,Casa,4,Eficiente
87.4,False,2,Departamento,1,Eficiente
184.7,False,8,Casa,7,Moderado
230.7,False,13,Casa,6,Moderado
197.3,False,15,Departamento,7,Eficiente
140.7,False,8,Departamento,4,Eficiente
177.5,False,8,Departamento,6,Ineficiente
91.5,False,4,Casa,2,Eficiente
208.9,True,13,Departamento,6,Moderado
210.4,False,14,Casa,6,Eficiente
396.9,False,16,Departamento,9,Ineficiente
177.1,False,9,Departamento,4,Eficiente
134.3,False,4,Casa,3,Moderado
197.3,False,12,Casa,3,Eficiente
176.2,True,11,Casa,6,Moderado
206.9,False,8,Departamento,4,Moderado
205.1,False,10,Casa,6,Eficiente
103.7,False,2,Departamento,3,Moderado
88.0,False,4,Departamento,2,Eficiente
196.6,False,8,Departamento,7,Ineficiente
351.4,False,14,Casa,8,Ineficiente
178.2,False,11,Departamento,5,Eficiente
285.4,False,14,Casa,7,Ineficiente
265.8,False,14,Departamento,6,Moderado
194.1,False,11,Departamento,6,Eficiente
121.5,False,7,Departamento,2,Eficiente
186.9,False,9,Departamento,5,Moderado
330.5,False,15,Casa,9,Ineficiente
247.2,True,13,Casa,7,Ineficiente
273.3,False,16,Casa,5,Eficiente
166.0,True,8,Casa,5,Moderado
183.3,False,9,Casa,7,Moderado
189.9,False,11,Casa,4,Eficiente
193.6,True,14,Casa,6,Moderado
326.0,False,16,Casa,8,Ineficiente
75.7,False,3,Casa,1,Eficiente
177.7,True,13,Departamento,6,Moderado
169.1,False,11,Departamento,6,Eficiente
112.2,True,7,Casa,4,Eficiente
269.0,False,13,Casa,6,Moderado
149.6,False,6,Casa,4,Moderado
147.3,False,4,Departamento,4,Moderado
430.1,False,18,Casa,7,Ineficiente
302.7,False,15,Casa,8,Ineficiente
255.7,False,10,Casa,8,Ineficiente
234.6,True,15,Casa,7,Moderado
184.8,False,9,Casa,4,Eficiente
399.2,False,16,Departamento,8,Ineficiente
241.5,False,10,Departamento,7,Ineficiente
126.8,False,6,Departamento,3,Ineficiente
97.8,False,5,Departamento,2,Eficiente
223.3,False,12,Departamento,4,Eficiente
196.9,False,10,Casa,4,Eficiente
95.3,False,8,Departamento,3,Eficiente
240.5,False,11,Casa,6,Moderado
178.1,False,8,Casa,4,Moderado
215.2,False,13,Departamento,6,Eficiente
236.7,True,11,Casa,11,Ineficiente
152.3,True,5,Casa,5,Ineficiente
228.1,False,14,Departamento,8,Moderado
141.2,False,8,Departamento,5,Eficiente
142.7,False,7,Departamento,5,Eficiente
158.2,False,8,Casa,3,Eficiente
321.0,False,14,Casa,8,Ineficiente
154.2,False,7,Departamento,3,Eficiente
355.2,False,16,Casa,10,Ineficiente
372.3,False,18,Departamento,8,Ineficiente
148.3,False,8,Casa,3,Eficiente
58.6,False,2,Casa,4,Moderado
310.0,False,17,Casa,7,Moderado
150.5,False,4,Departamento,4,Moderado
141.0,False,6,Casa,4,Moderado
154.7,True,5,Casa,6,Ineficiente
168.8,False,7,Casa,4,Moderado
346.4,True,19,Casa,11,Ineficiente
213.5,False,9,Casa,5,Moderado
300.8,True,14,Departamento,10,Ineficiente
243.8,False,14,Casa,6,Moderado
150.3,False,6,Departamento,5,Moderado
146.3,False,7,Departamento,5,Moderado
252.0,False,16,Casa,7,Moderado
279.6,False,16,Casa,7,Moderado
265.7,False,13,Departamento,8,Ineficiente
177.5,False,9,Casa,5,Eficiente
213.2,False,13,Casa,2,Eficiente
222.0,False,13,Departamento,5,Eficiente
148.8,True,7,Departamento,6,Ineficiente
108.9,False,5,Departamento,3,Eficiente
142.5,False,7,Casa,4,Eficiente
157.0,False,7,Departamento,6,Moderado
227.4,True,11,Departamento,9,Ineficiente
338.7,False,17,Casa,5,Moderado
97.4,False,4,Departamento,3,Eficiente
155.1,False,4,Casa,5,Moderado
174.0,False,7,Casa,5,Moderado
282.4,False,14,Casa,7,Moderado
158.5,False,7,Casa,3,Eficiente
165.4,False,10,Casa,5,Eficiente
96.2,False,10,Departamento,2,Eficiente
212.3,True,7,Departamento,8,Ineficiente
162.3,False,9,Departamento,5,Eficiente
131.0,False,6,Departamento,3,Eficiente
157.3,True,7,Departamento,7,Ineficiente
320.1,True,16,Casa,10,Ineficiente
130.9,False,6,Casa,5,Eficiente
138.9,False,6,Casa,4,Eficiente
337.4,True,16,Casa,11,Ineficiente
182.3,False,11,Departamento,4,Eficiente
262.4,True,15,Casa,8,Moderado
238.6,True,13,Casa,8,Ineficiente
193.7,False,9,Casa,6,Moderado
172.4,False,14,Casa,5,Eficiente
250.3,False,14,Departamento,6,Moderado
325.7,True,17,Casa,10,Ineficiente
312.0,False,14,Casa,6,Ineficiente
119.5,False,5,Casa,4,Eficiente
344.4,False,16,Casa,8,Ineficiente
150.4,False,4,Departamento,3,Moderado
146.3,False,6,Casa,3,Eficiente
187.7,False,9,Casa,5,Moderado
287.6,False,14,Casa,7,Ineficiente
220.9,False,10,Departamento,5,Moderado
157.1,False,8,Departamento,5,Eficiente
250.3,False,16,Departamento,8,Moderado
184.2,False,10,Departamento,6,Eficiente
136.4,False,4,Departamento,4,Moderado
148.2,False,5,Casa,3,Eficiente
241.0,False,12,Casa,6,Moderado
192.8,True,8,Casa,7,Ineficiente
113.5,False,5,Casa,3,Eficiente
248.0,False,16,Departamento,8,Moderado
161.9,False,7,Casa,4,Moderado
339.1,False,16,Departamento,5,Moderado
97.0,False,3,Departamento,3,Eficiente
182.2,False,8,Casa,5,Moderado
131.6,False,6,Departamento,3,Eficiente
113.6,False,3,Departamento,1,Eficiente
139.5,True,5,Departamento,4,Ineficiente
426.7,False,14,Casa,7,Ineficiente
213.4,False,12,Casa,5,Eficiente
142.0,False,8,Casa,3,Eficiente
93.8,False,5,Casa,1,Eficiente
96.8,False,7,Casa,5,Eficiente
138.7,False,5,Departamento,5,Moderado
133.3,True,7,Departamento,6,Moderado
180.3,False,7,Casa,5,Moderado
76.9,False,5,Casa,4,Eficiente
192.1,False,13,Casa,7,Eficiente
306.5,True,16,Casa,8,Ineficiente
344.0,False,19,Departamento,8,Moderado
90.1,False,2,Casa,2,Eficiente
142.2,False,6,Casa,3,Eficiente
123.0,False,4,Departamento,3,Moderado
212.2,False,12,Casa,6,Moderado
118.5,False,5,Casa,3,Eficiente
349.1,True,16,Departamento,10,Ineficiente
177.2,False,8,Departamento,6,Moderado
162.5,False,7,Departamento,3,Eficiente
339.2,False,16,Departamento,9,Ineficiente
198.0,False,10,Casa,4,Eficiente
205.5,True,9,Departamento,8,Ineficiente
128.0,False,2,Departamento,4,Moderado
97.7,False,3,Departamento,3,Eficiente
133.3,False,3,Departamento,3,Moderado
439.6,False,15,Departamento,8,Ineficiente
226.6,False,12,Departamento,8,Moderado
223.4,False,12,Casa,5,Moderado
117.2,False,4,Departamento,3,Eficiente
288.2,False,19,Casa,8,Moderado
99.5,False,2,Departamento,2,Eficiente
91.1,False,6,Departamento,4,Eficiente
137.0,False,6,Departamento,6,Moderado
393.7,False,15,Departamento,9,Eficiente
441.8,False,18,Casa,9,Ineficiente
144.7,False,6,Departamento,2,Eficiente
128.9,False,4,Departamento,2,Eficiente
99.3,False,7,Casa,2,Eficiente
208.3,False,7,Casa,5,Ineficiente
213.4,False,11,Casa,6,Moderado
242.1,True,13,Departamento,5,Ineficiente
292.6,False,17,Casa,8,Moderado
157.5,False,7,Departamento,4,Moderado
249.9,False,18,Casa,6,Eficiente
129.4,False,7,Departamento,5,Eficiente
249.8,False,9,Casa,6,Ineficiente
140.2,False,4,Departamento,2,Moderado
242.4,True,14,Casa,9,Ineficiente
201.9,False,9,Departamento,6,Moderado
178.3,False,10,Departamento,4,Eficiente
244.9,False,12,Departamento,9,Ineficiente
89.8,False,2,Departamento,2,Eficiente
127.3,False,4,Casa,4,Ineficiente
177.7,False,11,Casa,5,Eficiente
109.6,False,2,Casa,4,Moderado
166.8,False,10,Casa,4,Ineficiente
149.9,False,9,Departamento,2,Eficiente
301.1,False,14,Departamento,8,Ineficiente
183.0,True,7,Departamento,7,Ineficiente
263.6,False,15,Departamento,8,Moderado
200.4,False,10,Departamento,5,Moderado
138.7,False,4,Departamento,4,Moderado
210.9,False,15,Casa,4,Eficiente
270.8,False,13,Casa,6,Moderado
286.5,True,12,Departamento,8,Ineficiente
167.0,False,9,Departamento,5,Eficiente
99.9,False,4,Casa,2,Eficiente
95.5,False,6,Casa,1,Eficiente
151.3,False,6,Departamento,3,Moderado
75.2,False,3,Casa,3,Eficiente
424.2,False,17,Casa,8,Ineficiente
226.2,False,13,Departamento,5,Eficiente
132.9,False,6,Departamento,4,Eficiente
125.4,False,6,Casa,5,Ineficiente
267.2,False,14,Departamento,8,Moderado
127.1,False,5,Casa,1,Eficiente
113.3,False,6,Departamento,3,Eficiente
144.9,False,6,Casa,3,Eficiente
184.7,False,11,Departamento,2,Moderado
259.0,False,16,Casa,5,Eficiente
329.9,False,14,Casa,8,Ineficiente
269.9,False,18,Departamento,7,Moderado
202.3,False,10,Casa,6,Moderado
306.9,True,14,Casa,8,Ineficiente
150.6,False,8,Casa,5,Eficiente
81.9,False,4,Departamento,1,Eficiente
130.1,False,6,Departamento,2,Eficiente
154.1,False,8,Casa,2,Eficiente
133.6,False,10,Casa,2,Eficiente
163.2,True,8,Casa,7,Ineficiente
224.8,False,11,Departamento,5,Ineficiente
353.9,False,15,Departamento,9,Ineficiente
82.9,False,4,Departamento,3,Eficiente
102.5,False,5,Departamento,2,Eficiente
141.0,False,7,Casa,2,Eficiente
240.0,False,11,Departamento,6,Moderado
183.1,False,12,Casa,2,Eficiente
149.6,False,11,Casa,3,Eficiente
274.1,True,14,Casa,9,Ineficiente
293.8,False,18,Casa,8,Moderado
198.0,False,12,Casa,5,Eficiente
144.0,False,11,Casa,3,Eficiente
221.6,True,13,Casa,7,Moderado
